event_date,drop,intensity,dst,normalization,adjacency_method,global_efficiency,estrada_index,entropy,fractal,hurst_rs,modularity,assortativity,avg_katz,avg_closeness,avg_betweenness,avg_laplacian
2005-05-14,0.0,Unknown,0.0,min_max,minkowski,0.36337826797385625,38.416743167172115,2.7052695851625037,1.411264728654624,0.5210321295654221,0.5619877604735279,0.0,0.2416006665021262,0.2742328701311826,0.1892156862745098,0.13679172572728787
2005-05-14,0.0,Unknown,0.0,z_score,minkowski,0.38203781512605045,39.6875300809981,2.690344010501831,1.5376874765450743,0.4864949586065269,0.551639186853737,-0.6310679611650486,0.24098786062647679,0.29343425906196136,0.1696078431372549,0.14048790154186297
2005-05-14,0.0,Unknown,0.0,robust,minkowski,0.3746936274509805,39.7079307347337,2.7110943042288804,1.385316756834922,0.44926807808646013,0.5655181169910559,-0.5748031496062992,0.2410357583147278,0.28123228073550394,0.18137254901960784,0.141183357025055
2005-05-14,0.0,Unknown,0.0,decimal_scaling,minkowski,0.345101487564723,38.55867380214012,2.756226098747052,0.9654911105056753,0.6201254256455444,0.552345554003042,-0.5930735930735931,0.24166861034568293,0.23239760877565083,0.23333333333333334,0.13997068552258396
2005-05-14,0.0,Unknown,0.0,none,minkowski,0.345101487564723,38.55867380214012,2.756226098747053,0.9654911105056753,0.6201254256455538,0.552345554003042,-0.5930735930735931,0.24166861034568293,0.23239760877565083,0.23333333333333334,0.13997068552258385
2005-08-24,7.16,G4/G5,-216.0,min_max,manhattan,0.35217923280423297,35.863206325013635,2.689162694199224,1.0992459542525619,0.6315341574529758,0.5337595655679288,-0.40350877192982465,0.24928897485586626,0.2417228405684499,0.2392857142857143,0.1477242816593139
2005-08-24,7.16,G4/G5,-216.0,z_score,manhattan,0.3865476190476189,36.544824604747284,2.6821703714056064,1.452096007437861,0.5380264306069881,0.5794684223758706,-0.3461538461538462,0.24876235633304103,0.30214722998857124,0.1761904761904762,0.14881411369697167
2005-08-24,7.16,G4/G5,-216.0,robust,manhattan,0.4030059523809524,38.819573905168085,2.6759731317780555,1.3343606489068038,0.3972511242660436,0.5448127390755685,-0.41025641025641024,0.24760115272150482,0.30412624785876885,0.17678571428571432,0.15283259860068504
2005-08-24,7.16,G4/G5,-216.0,decimal_scaling,manhattan,0.3478174603174606,35.63936937941177,2.701425104068724,1.090734516863786,0.43650009565286846,0.5212514888318523,-0.33663366336633965,0.2494109649162473,0.23366610287063666,0.24702380952380956,0.14801158382606228
2005-08-24,7.16,G4/G5,-216.0,none,manhattan,0.3478174603174606,35.63936937941177,2.7014251040687247,1.090734516863786,0.4365000956528884,0.5212514888318523,-0.33663366336633965,0.2494109649162473,0.23366610287063666,0.24702380952380956,0.14801158382606225
